host_id,title,description,address,lat,lng,bathroom_count,bed_count,bedroom_count,headcount_capacity,cleaning_fee,daily_price,lodging_tax_ratio,sale_ratio,service_fee,rating_star_score,review_count
1511,유한회사 마음기획 호텔,Saepe earum doloribus libero. Praesentium temporibus nisi eius sed vero. Aperiam libero sit occaecati deserunt aspernatur ipsa perferendis.,서울특별시 양천구 논현거리 629 (지혜오서읍),34.8825,128.62667,3,4,3,5,4100,131555,10,1,800,3.62,31
1043,주식회사 이노 도미토리,"Sequi tenetur eveniet reiciendis amet.
Animi ut aliquam omnis architecto. Iusto inventore deleniti quidem illo rem quasi.",경기도 청주시 서원구 논현로 34-96,37.65639,126.835,1,4,2,4,7400,81096,10,4,2300,1.76,213
1875,(유) 모두 아파트,"Quis nemo possimus molestias corrupti fugit quidem adipisci.
Itaque aliquid laboriosam eos. Architecto occaecati voluptates a placeat. Inventore eius voluptatem vitae rem.",인천광역시 광진구 역삼길 188 (옥순이김면),37.1759,128.9889,1,2,3,9,8300,164446,10,2,4800,3.63,32
1268,주식회사 가온스타랩스 모텔,"Recusandae odio placeat animi. Ullam ad voluptas earum aspernatur non.
Veniam velit debitis amet repellat non nemo.
Accusamus quidem maiores vero. Aperiam porro voluptatum necessitatibus.",경상북도 춘천시 언주거리 174-95,36.6009,126.665,2,1,1,1,7200,461734,10,5,2800,4.58,63
547,유한회사 푸른가람코스메틱 도미토리,Inventore magni exercitationem quibusdam impedit. Expedita nam non modi facilis voluptate repudiandae. Doloremque laborum tempore laboriosam expedita.,대전광역시 서대문구 반포대97길 943 (예원곽윤리),36.20389,127.08472,1,3,5,6,1700,397845,10,5,2100,1.94,263
1449,(주) 네오테크 게스트하우스,"Minima eius ut corporis asperiores reiciendis. Exercitationem veniam nisi eaque tempore.
Aut corrupti magni expedita neque eos. Veritatis earum libero doloremque.",경상북도 고양시 일산서구 도산대4가 557 (영식이김마을),34.8825,128.62667,2,1,1,7,8600,76494,10,1,3700,3.62,34
1765,(유) 윈드 호텔,"Est quisquam quia maxime ab sunt iste. Nisi ullam praesentium ducimus.
Doloremque quas voluptates beatae. Fugiat facere sapiente deserunt temporibus asperiores velit.",서울특별시 마포구 서초대거리 760-59,36.20389,127.08472,3,2,3,6,7300,61741,10,5,3900,3.88,28
1176,(유) 국민 민박,Alias deserunt rem unde blanditiis. Sunt inventore neque dicta eos asperiores cumque. Vero sequi eaque dolores.,경기도 제천시 영동대726길 지하99 (승현권읍),36.82167,128.63083,2,4,3,3,4200,90699,10,10,2300,2.06,299
145,(유) 조선윈드상사 모텔,"Vitae optio magnam et quam. Enim alias enim facilis. Consequuntur veritatis fugit quasi atque iste molestiae.
Natus rem itaque voluptatibus hic.",경상북도 광명시 언주거리 590-2,36.82167,128.63083,2,2,1,3,10000,194290,10,3,3100,1.96,100
994,(유) 마음은행 모텔,Tenetur illum minima iste iste architecto aliquam sed. Cupiditate tempora ratione tempora occaecati ipsam distinctio aliquam.,대전광역시 도봉구 오금8길 755 (지영박읍),36.82167,128.63083,2,5,5,4,3600,341666,10,1,1200,1.97,37
1875,(주) 한빛연구소 멘션,Quo repellat iste totam. Delectus aliquam accusantium cupiditate quas inventore.,인천광역시 도봉구 삼성0가 지하403,36.20389,127.08472,2,3,4,7,2000,402781,10,1,2900,2.04,394
936,(유) 라온 한옥,Reiciendis consequatur modi autem eos. Quidem ipsam corrupti debitis esse enim. Possimus in officia pariatur atque reprehenderit ipsa. Magnam maiores unde exercitationem vitae.,부산광역시 중구 가락3거리 819-11,36.6009,126.665,1,2,1,1,8200,421366,10,7,1100,2.74,254
1787,유한회사 백제겨레네트웍스 아파트,"Labore est quia illo sequi. Porro nemo dolorum ducimus dolores voluptatibus. Voluptate dolor id tempore.
Non expedita unde minima. Nesciunt animi in dolores.",부산광역시 영등포구 서초대로 708-37,36.6009,126.665,3,2,1,7,4700,853642,10,5,1000,1.06,235
61,(주) 가람정보통신 게스트하우스,Rem placeat dignissimos fuga. Architecto impedit consequuntur dignissimos molestias fugiat ab dolores. Quod nihil voluptas odit fuga dicta.,세종특별자치시 양천구 테헤란거리 763-90,36.20389,127.08472,1,2,3,1,2200,140522,10,8,4100,4.01,169
1834,주식회사 가온마음그룹 도미토리,Voluptate excepturi sed unde. Sint ipsam velit iure corporis iste. Odio ea animi dignissimos repudiandae.,경상남도 철원군 논현로 526-94 (미영김동),36.6009,126.665,2,5,1,6,7900,81198,10,8,3500,4.61,494
1436,(유) 우리넥스트센터 도미토리,"Cumque ipsum consectetur eligendi temporibus. Eveniet dolores porro voluptates quia laudantium quis.
Eius quod a totam laborum commodi. Expedita magni alias nulla. Tempora facere enim.",제주특별자치도 청주시 서원구 영동대54가 70 (서현박동),36.20389,127.08472,1,3,3,5,3100,78693,10,7,4000,2.38,246
683,주식회사 에코고구려연구소 멘션,"Asperiores cum aperiam. Amet non molestias nulla occaecati.
Dolorum inventore magnam quidem alias quasi qui. Corrupti commodi nobis necessitatibus. Non expedita quo reprehenderit.",경기도 오산시 도산대3로 998-34,37.65639,126.835,1,1,5,1,6800,170909,10,2,2200,2.71,347
1557,유한회사 첨단 게스트하우스,Temporibus recusandae quo minus. Reprehenderit aut quibusdam ipsam aperiam aperiam dicta.,세종특별자치시 남구 서초중앙거리 634-90 (은지손동),37.65639,126.835,1,5,4,8,1700,425133,10,1,1100,3.55,16
23,(유) 우리가온신문 호텔,Corrupti nostrum delectus voluptates perspiciatis enim qui asperiores. Deleniti expedita cumque recusandae nobis.,충청남도 충주시 학동길 353-24,36.6009,126.665,2,5,5,6,7000,90636,10,6,3500,2.56,303
1757,(유) 비전기획 게스트하우스,"Dolores sapiente quis. Doloribus nemo quasi perferendis perferendis voluptas.
Veniam occaecati ipsa nisi commodi id.",전라북도 의왕시 언주07거리 지하888 (정희강한마을),37.65639,126.835,2,1,5,5,2500,116103,10,10,2200,3.44,155
1597,주식회사 푸른 게스트하우스,"Illum perferendis quis. Occaecati culpa quibusdam laudantium ipsa praesentium.
Excepturi harum repellat ab iste suscipit. Error nulla alias.",전라남도 성남시 분당구 선릉301거리 76 (은주고박동),36.20389,127.08472,2,4,4,8,5700,38464,10,2,4500,4.49,108
1732,유한회사 한가람코리아랩스 멘션,"Dolore iste perferendis qui debitis consequatur exercitationem.
Ut tempora vero voluptatem modi. Nemo quis minus quaerat voluptas.",경상남도 성남시 중원구 학동6로 729 (정자박면),36.6009,126.665,2,4,4,6,1700,88447,10,4,3400,2.3,118
1707,유한회사 라온엔지니어링 도미토리,"Accusantium consequatur impedit. Nihil culpa explicabo doloremque quidem sapiente.
Cumque ut nostrum quam alias ea. Dicta dolorum animi.",경상북도 평택시 도산대9로 446 (은주송김동),36.20389,127.08472,1,3,5,6,7700,470945,10,1,3000,2.61,121
1408,(유) 원더나루시스템 민박,"Harum ex tempore officia. Similique maxime eveniet.
In reiciendis delectus dolorum. Aliquid aspernatur adipisci hic non temporibus corporis.
Similique dolore saepe doloremque eaque fugiat nesciunt.",제주특별자치도 화천군 개포5가 549 (성현김송읍),36.20389,127.08472,2,1,3,9,8100,259100,10,3,1900,2.76,465
924,(주) 조선스타금고 민박,"Corrupti harum sunt accusantium deserunt nobis. Eum explicabo maxime impedit aliquid repellendus.
Magnam dolor excepturi autem ad sunt. Eaque magni tempore libero totam nobis dolor.",광주광역시 금천구 압구정14가 396 (지훈황주마을),37.65639,126.835,1,5,1,7,7400,552240,10,1,1100,2.5,85
424,유한회사 가온 호텔,"Dolor harum exercitationem reprehenderit nostrum exercitationem. Nihil dolores maxime quas aut a repudiandae.
Fuga temporibus cupiditate magnam.",강원도 금산군 봉은사744거리 지하980 (서준이김리),36.82167,128.63083,1,3,1,5,6000,355678,10,1,500,2.42,462
1323,유한회사 신라에너지 도미토리,Accusamus aspernatur quam aut labore doloribus nam. Assumenda atque eos doloremque totam. Eligendi unde animi atque.,제주특별자치도 안산시 도산대84길 842-22 (민수최구동),34.8825,128.62667,3,3,3,1,5600,571450,10,6,4000,1.83,478
1678,주식회사 윈드시너지엔지니어링 게스트하우스,Ullam qui officiis delectus distinctio quis. Dolorum blanditiis architecto illo recusandae. Saepe rerum dolorem vitae dicta sequi.,경기도 이천시 언주로 151-47 (우진김윤면),36.82167,128.63083,2,3,4,9,6100,277279,10,6,2800,3.56,69
913,(주) 가람글로벌네트워크 멘션,Dolores nihil earum distinctio. Expedita temporibus voluptate exercitationem nulla. Quae asperiores dolor veniam quisquam perferendis aspernatur voluptas.,전라남도 고양시 덕양구 도산대길 9,37.65639,126.835,2,5,3,2,4700,439311,10,9,3000,1.47,322
606,(주) 가온발해보안 멘션,Deleniti ipsum optio tempore. Soluta earum adipisci laborum. Omnis mollitia id sunt.,강원도 천안시 동남구 서초대거리 지하649,37.1759,128.9889,1,4,3,5,4400,378076,10,5,4500,4.25,40
1496,주식회사 고려자동차 민박,Quod numquam magnam ad fugiat id dolorum. Saepe soluta vitae quas fuga quos corporis repudiandae.,충청북도 양주시 서초중앙로 431-64 (서현구면),36.82167,128.63083,3,4,4,9,1600,337570,10,2,2900,4.28,349
1643,주식회사 한강 게스트하우스,"Ipsam dolorem eaque reprehenderit temporibus qui. Corporis iure occaecati libero esse unde.
Doloribus magni unde facilis quam alias. Atque placeat voluptatum nihil numquam ab.",대구광역시 서구 압구정거리 30-93 (승현김민동),36.20389,127.08472,3,1,4,6,3800,137175,10,2,900,2.17,118
1954,유한회사 코리아 한옥,"Magni quam optio rerum quod non necessitatibus. Assumenda aperiam optio corporis dolorum nulla dolorum. Ullam ut sint officia placeat ipsam.
Vitae adipisci quo sunt. Alias dolorum voluptatem minus.",울산광역시 남구 가락143로 811,37.1759,128.9889,1,5,3,7,8200,155423,10,1,1600,1.53,308
129,(주) 마음 멘션,"Minima maiores quos vitae. Maiores magni quos consequatur. Quae incidunt maxime est.
Et ea nesciunt id quis asperiores porro iusto. Soluta reiciendis eligendi deserunt sit nam.",경상북도 부천시 원미구 테헤란25가 913,34.8825,128.62667,3,3,3,8,9300,191819,10,5,4000,3.36,199
373,주식회사 조선 도미토리,Recusandae voluptatibus ea libero quo doloribus. Maiores quidem repellendus molestiae dolorum corrupti sed. Tempora animi sapiente ullam asperiores magni.,울산광역시 마포구 도산대거리 909,37.1759,128.9889,1,2,5,1,8800,32678,10,9,2500,4.12,16
1528,유한회사 씨앤씨하나은행 도미토리,Quam eos deserunt fugit magnam adipisci. Nisi a delectus similique. Repudiandae distinctio nesciunt eos sint.,충청남도 고양시 일산동구 백제고분974가 770 (경희김마을),36.82167,128.63083,1,1,5,7,4500,118374,10,2,4400,2.23,224
150,유한회사 마루소프트 도미토리,"Amet impedit totam id harum mollitia deserunt. Expedita in aliquid ea. Deleniti maiores eveniet fugit harum.
Omnis explicabo repellendus. Perspiciatis recusandae magnam.",경상북도 남양주시 서초대3거리 263-65 (예준지안면),36.20389,127.08472,3,3,3,6,6100,314396,10,1,2000,2.6,41
917,(유) 브레인기획 호텔,"Dolores animi delectus impedit delectus. Facere omnis ab voluptatum. Cupiditate quasi aut dignissimos.
Quae ea repellat mollitia impedit. Deleniti doloribus rerum officia magni incidunt alias.",인천광역시 양천구 테헤란9로 718,36.82167,128.63083,1,2,5,3,1300,150196,10,4,4900,3.06,263
294,주식회사 스타항공 호텔,"Ut recusandae minima. Dolore a unde autem.
Itaque sint ad eius sed facilis sunt. Quibusdam facere nesciunt perspiciatis molestiae. Quas delectus doloribus quaerat.",울산광역시 도봉구 서초중앙98가 282-36 (중수김최리),37.1759,128.9889,2,5,1,6,6000,447199,10,8,3600,1.22,107
120,유한회사 한빛에너지 한옥,Ipsum ratione expedita vitae. Quo quia eius a eos quasi. Temporibus quis doloremque nulla. Dignissimos eveniet aperiam magnam delectus provident.,경기도 고양시 덕양구 삼성7가 699 (진우김류마을),36.20389,127.08472,1,3,1,6,7500,839420,10,6,500,3.41,55
240,(유) 비전시너지기획 아파트,"Natus delectus placeat aliquam incidunt dolor earum.
Voluptatem optio itaque. Impedit voluptates libero temporibus fuga. Maiores odio vitae officiis.",광주광역시 노원구 언주6로 779-43 (건우진백읍),36.20389,127.08472,1,3,2,5,4300,30361,10,4,4000,1.58,461
1971,(주) 첨단제조 멘션,Ad rerum placeat quibusdam eos sint quis veniam. Ipsa soluta odit corrupti explicabo voluptatum.,강원도 수원시 장안구 언주93로 240,37.1759,128.9889,1,4,5,6,3300,312981,10,4,4300,4.61,408
1790,주식회사 고려자동차 민박,"Eaque alias expedita similique deserunt hic aliquam. Cupiditate perferendis cum deleniti unde.
Autem quis velit officia hic praesentium esse. Quaerat sed aliquid illum voluptas.",충청북도 의정부시 봉은사178거리 721,37.1759,128.9889,2,4,4,1,1600,108901,10,6,800,2.92,497
916,유한회사 하나 민박,Ullam voluptates autem ab. Molestiae vitae eaque libero.,인천광역시 동대문구 서초대로 858,37.65639,126.835,3,4,2,2,4800,331706,10,6,500,2.99,85
1151,주식회사 푸른 호텔,"Ducimus cumque non iste numquam quod quia.
Aspernatur nihil ipsam maxime ea laboriosam. Dolorem exercitationem tempora.",대전광역시 서구 논현86가 861-52 (미숙황류마을),34.8825,128.62667,3,1,3,9,8600,675657,10,10,4000,1.99,29
1174,(유) 에코 게스트하우스,"Eius inventore enim impedit repellat adipisci unde optio. Necessitatibus vero praesentium vero.
Quaerat natus sequi. Rerum ea occaecati et ea asperiores repudiandae.",충청남도 공주시 석촌호수거리 68 (경자이마을),36.82167,128.63083,2,3,3,3,8000,126125,10,10,2200,2.33,89
1226,유한회사 스타 모텔,Totam numquam nihil temporibus iure optio debitis. Facilis nam inventore modi aut nisi perferendis impedit.,광주광역시 중랑구 가락가 573-65 (정남김이동),37.1759,128.9889,3,3,2,2,6300,139794,10,1,3800,4.78,339
1794,주식회사 나루고려반도체 아파트,"Rerum sint eum at quisquam quod magnam. Est nisi tempore quae voluptatum quos.
Delectus aut facere sint iure. Ullam eos voluptatum ullam nemo sapiente a. Ducimus maiores quod natus similique dolor.",인천광역시 남구 양재천4거리 637-37 (하윤강면),36.82167,128.63083,1,2,2,1,1900,272067,10,9,2700,2.71,35
1148,유한회사 인포가온개발공사 민박,"Perspiciatis labore eaque non natus at. Corporis quas rerum tempore consectetur.
Ad quae tenetur libero. Molestias rem vero nam nulla nobis dolorum.",대구광역시 성동구 학동로 457 (현주이김읍),36.20389,127.08472,3,4,1,6,7900,134107,10,10,1400,1.36,382
1013,(주) 유니온제나센터 도미토리,Cumque dolorem sunt similique quisquam odio accusantium. Atque a vero recusandae. Asperiores itaque aut voluptas.,충청북도 용인시 개포694길 703-17,37.1759,128.9889,3,5,2,1,4900,1100803,10,1,1700,4.94,393
201,(주) 제나 민박,Aliquid modi veritatis quod sint perspiciatis minima. Exercitationem consequuntur dolor praesentium impedit ipsum labore. Laboriosam laboriosam perspiciatis sunt corporis in.,경상남도 고양시 일산서구 강남대길 178-36 (정자김리),37.65639,126.835,2,4,5,10,1800,176483,10,9,2700,3.51,440
1328,유한회사 고려에너지 멘션,"Commodi debitis totam dolorum reiciendis. Ipsum dignissimos tempore ea.
Eligendi itaque dolore provident minima fugiat. Tempore nostrum vel. Error architecto sed doloremque vitae.",세종특별자치시 강서구 도산대거리 198,36.6009,126.665,3,2,3,9,6200,494905,10,9,3200,2.24,420
119,주식회사 시너지중앙시스템 호텔,"Vitae temporibus inventore repudiandae. Nam debitis maiores dolorum iusto consequatur.
Sunt voluptas rem debitis maiores amet corrupti. Commodi eius error aspernatur.",광주광역시 마포구 잠실거리 지하575 (서준오마을),36.20389,127.08472,3,4,1,7,8400,158414,10,5,3800,2.68,61
1328,주식회사 시너지겨레에너지 게스트하우스,Iusto asperiores quibusdam nulla veniam minus explicabo. Natus blanditiis corrupti minima.,경상남도 양평군 역삼길 726-32 (수빈박최읍),36.20389,127.08472,1,2,4,6,5100,421024,10,4,4200,2.69,482
934,유한회사 유니온제나정보통신 한옥,Harum corrupti iusto iure inventore labore corrupti.,충청북도 양주시 반포대921로 693-99 (유진김박면),37.65639,126.835,2,2,5,4,8600,64376,10,2,3900,4.42,342
1820,(유) 한가람 민박,Consectetur perspiciatis exercitationem natus quod cupiditate repellendus. Dignissimos amet dolorum sed numquam excepturi voluptate. Nobis quasi libero.,광주광역시 서구 논현로 63,37.1759,128.9889,1,1,3,6,8100,72720,10,8,4200,2.59,220
113,(유) 시너지브레인시스템즈 민박,Quam harum dicta dolorem. Quae error placeat voluptas fugiat autem corporis.,광주광역시 성북구 압구정거리 지하981 (영길강최리),36.20389,127.08472,2,3,1,4,8100,84839,10,7,2600,1.5,351
1234,주식회사 고구려한가람연구소 민박,"Ipsam autem excepturi hic sed dicta. Saepe amet ullam ipsa. Officia nulla magnam repellat.
Tempore delectus incidunt asperiores.
Laborum at mollitia assumenda. Dolor quas porro doloremque quo animi.",서울특별시 성북구 서초중앙7로 695-72,36.82167,128.63083,2,5,3,5,6400,296264,10,5,2600,4.91,54
652,(주) 글로벌 한옥,"Harum labore voluptate enim adipisci error neque. Doloribus illum ex optio eos quam.
Non cum debitis. Quos ut veniam hic id earum iure.",울산광역시 도봉구 봉은사710거리 229,34.8825,128.62667,3,3,2,6,2300,118184,10,1,2500,1.62,149
755,주식회사 원더시스템 아파트,"Fugit labore placeat consectetur. Sequi deleniti illum sapiente. Repellendus necessitatibus qui.
Tenetur ducimus omnis.",경기도 진천군 양재천5거리 104 (지현김백면),36.20389,127.08472,2,4,2,6,8000,86816,10,3,2300,4.45,355
1136,주식회사 글로벌제조 호텔,Unde cumque maiores consectetur enim veritatis. Animi repellat perferendis necessitatibus.,울산광역시 강북구 논현거리 633-39 (하은안김동),34.8825,128.62667,2,5,1,7,3200,225295,10,8,4200,1.43,300
1077,(주) 아름 아파트,"Odit explicabo repellendus dolore suscipit. Quae voluptatibus modi exercitationem fugiat odit tenetur.
Animi vel quas pariatur voluptate libero. Quod magni odit debitis dignissimos quis.",울산광역시 성북구 오금길 989 (은정심면),36.6009,126.665,2,5,4,10,1600,551414,10,10,3100,4.72,314
1636,유한회사 넥스트신라정보통신 아파트,Facilis laudantium ipsum quaerat ab quas impedit. Consectetur distinctio impedit corrupti reprehenderit sunt. Quasi placeat incidunt laborum. Dolorum autem tempora fugit magni deleniti labore.,충청북도 군포시 개포로 776-56 (도윤이면),37.1759,128.9889,2,4,3,10,10000,51426,10,6,4500,1.04,434
1689,(주) 넥스트글로벌테크 도미토리,"Dicta repellat ab culpa quod. Vel iure quasi recusandae sequi.
Iste facilis amet aut perferendis. Architecto rerum dolor perferendis.",울산광역시 서초구 논현585길 462,36.6009,126.665,1,1,3,9,2600,42969,10,2,3600,2.05,89
1182,유한회사 코어소프트 민박,"Commodi magni ut. Porro aliquam quas ipsa amet dicta. Quisquam molestiae in dolor sunt.
Sit repudiandae tenetur nemo soluta vel.
Expedita nisi aliquid consequatur.",대구광역시 동구 언주거리 951,36.20389,127.08472,2,2,5,1,7000,228940,10,3,1800,1.1,361
785,유한회사 겨레 호텔,Libero harum earum provident laudantium officiis molestiae. Corporis unde assumenda eius commodi repudiandae modi vero. Ducimus ad doloremque cupiditate.,경기도 고양시 일산동구 백제고분188로 11-14 (서연이마을),37.65639,126.835,2,5,1,3,9100,328238,10,8,700,3.19,488
1663,주식회사 이노넥스트기술 도미토리,"Eius deleniti atque error.
Et similique exercitationem accusamus laboriosam. Ratione quae voluptatibus error voluptates fugit ipsum quaerat. Hic reiciendis facere repellat suscipit distinctio.",충청북도 양주시 석촌호수034거리 755-33,36.20389,127.08472,2,2,5,2,6800,12565,10,9,1100,4.98,227
1342,유한회사 백제 민박,"Tempora ut quisquam debitis. Minima quod neque voluptates quisquam numquam.
A error veritatis repudiandae sequi. Maxime occaecati ratione culpa atque. Aspernatur ea accusamus corrupti esse magni.",경상북도 충주시 석촌호수거리 지하725 (유진이동),37.65639,126.835,1,2,3,1,2500,316071,10,9,4600,3.61,468
1998,유한회사 에코씨앤씨에너지 모텔,Repellat eum magnam distinctio quo. Rem vero saepe cupiditate. Delectus vel dolorum dignissimos.,대구광역시 동구 오금187거리 64-67,34.8825,128.62667,3,2,1,10,8400,727354,10,10,500,3.91,72
1542,(주) 에코가람반도체 아파트,Dolore et quis eveniet provident exercitationem doloremque. Neque reprehenderit vero cumque culpa possimus velit. Alias porro architecto nisi non mollitia quidem.,강원도 당진시 가락487가 496-52 (지훈김안동),37.1759,128.9889,1,3,2,3,9400,292227,10,9,4000,1.61,76
918,주식회사 한빛원더솔루션 멘션,"Reiciendis laudantium officiis. Repellat harum rem tempore quam repellat.
Suscipit reiciendis quam explicabo. Tempora harum exercitationem commodi ad. Adipisci architecto quibusdam.",대전광역시 성동구 학동1로 15,36.20389,127.08472,2,1,2,1,5200,149231,10,3,500,2.5,318
560,유한회사 다올비전제조 민박,Saepe perferendis aliquid suscipit veritatis repellendus maiores nobis. Est laudantium unde debitis sint.,경상남도 태백시 석촌호수로 지하305 (중수류마을),37.65639,126.835,2,2,4,7,4400,48954,10,7,4500,1.14,312
774,주식회사 한가람 모텔,Molestias doloremque officia recusandae nulla odio optio. Corrupti expedita velit eos nam at.,광주광역시 금천구 압구정거리 123,36.82167,128.63083,1,5,1,1,9600,43746,10,10,4000,2.52,58
1231,(주) 브레인센터 한옥,Similique ipsa inventore enim debitis. Enim suscipit nihil mollitia perspiciatis. Nemo iusto quisquam beatae provident ut veritatis fuga.,광주광역시 서초구 선릉682거리 972-71 (영순최박읍),37.65639,126.835,3,5,4,7,4100,198238,10,9,4400,3.4,297
1086,(주) 시너지 민박,"Praesentium laudantium eaque quibusdam ratione praesentium fuga. Deserunt eligendi itaque porro magni.
Voluptatum ducimus tenetur sapiente. Quod similique facilis est. Modi amet sapiente.",경상북도 김포시 학동797로 890 (재호김김읍),34.8825,128.62667,3,2,3,5,5900,435162,10,10,4900,2.49,209
1975,(주) 미래 민박,"Aperiam dolores ut distinctio quod ipsum consequuntur hic.
Ex numquam laborum voluptatibus. Error excepturi voluptatibus fugit.",경상남도 포천시 백제고분40길 470-42 (민준이동),37.65639,126.835,2,2,4,3,2000,42347,10,10,1800,2.93,355
46,유한회사 시너지 게스트하우스,Sed at a eos eum consequatur et dicta. Rerum incidunt optio provident tempora sint excepturi.,충청북도 의정부시 선릉55로 35,36.20389,127.08472,2,5,2,8,2600,328126,10,6,1300,3.7,495
1192,(주) 마음 민박,Dolorum tenetur assumenda accusantium repellendus impedit blanditiis. Voluptates aperiam iure et laborum.,광주광역시 강북구 백제고분로 892 (준서고면),36.82167,128.63083,2,5,4,2,9700,690610,10,9,2600,2.08,227
1791,주식회사 네오에너지 멘션,Possimus illo reiciendis debitis nemo architecto quaerat tempore. Atque itaque totam consectetur.,제주특별자치도 원주시 가락71길 799-59,36.82167,128.63083,1,5,1,4,6000,342917,10,6,1000,1.95,483
1565,주식회사 한강마음정보통신 아파트,Vitae animi molestiae eveniet laudantium earum. Delectus delectus tenetur molestias facere ducimus.,대구광역시 북구 강남대로 808 (민지한리),36.6009,126.665,2,1,3,5,4400,261502,10,4,5000,3.05,70
1614,유한회사 네오중앙플랫폼 아파트,"Labore error consectetur atque reprehenderit praesentium nam.
Ea iure sed nam magni. Quaerat numquam laboriosam natus reprehenderit repellat.",세종특별자치시 강남구 강남대로 655,37.1759,128.9889,1,4,1,1,3900,175547,10,5,3000,3.69,374
1517,(유) 가람하나네트워크 민박,"Quo aut eaque. Ratione quibusdam vitae. Aliquid quam magni voluptatem.
Dolores consequuntur esse occaecati. Quidem distinctio animi non.
Facilis eaque provident recusandae iure.",부산광역시 중랑구 오금길 299 (은영남김읍),36.82167,128.63083,3,4,5,9,4200,431678,10,3,1500,3.68,38
405,주식회사 가람중앙솔루션 아파트,Soluta sed nam repellendus. Harum distinctio tempora voluptatibus dicta nulla. Repudiandae odit delectus fuga. Iure necessitatibus alias repudiandae maiores.,경기도 홍성군 영동대가 지하173 (준혁박마을),36.82167,128.63083,1,5,3,8,8100,482840,10,9,4400,1.25,154
935,(주) 조선아름제조 한옥,Eum voluptatem blanditiis commodi sapiente. Quis animi dolorem aliquid incidunt. Deserunt blanditiis dolorum accusamus quisquam aspernatur expedita repudiandae.,전라남도 고양시 일산동구 강남대길 106 (우진김마을),36.6009,126.665,2,1,1,4,3700,237059,10,5,5000,4.03,50
1098,주식회사 마루하나반도체 모텔,Ullam reprehenderit illo nulla culpa sapiente minus. Odit quod corporis repellendus nulla. Reiciendis quia soluta a enim.,울산광역시 송파구 언주8길 지하645 (상현김읍),36.6009,126.665,1,2,5,7,9400,343080,10,5,4400,2.29,471
599,주식회사 넥스트미래반도체 멘션,Vero quo perferendis error at. Saepe fugit accusantium odit maxime temporibus atque.,제주특별자치도 동해시 논현939거리 268-48,34.8825,128.62667,3,4,3,10,7500,67468,10,3,2200,4.95,76
1154,(유) 아름항공 민박,Molestias ipsa rem earum repudiandae sunt. Ea dolores maiores nobis repellat repellat reiciendis.,세종특별자치시 송파구 개포023거리 875 (정수이리),36.6009,126.665,2,4,3,7,9100,424326,10,1,3400,1.34,495
224,유한회사 윈드나루자동차 멘션,"Tempore magnam ratione tenetur aperiam. Repellendus temporibus quidem neque velit beatae est. Libero esse consequatur in laborum.
Nulla maxime eaque.",전라남도 하남시 압구정길 611 (지연안리),36.6009,126.665,3,2,1,1,8200,341215,10,3,4300,1.8,495
1352,(유) 겨레 도미토리,"Veritatis provident sapiente unde.
Illo odit cupiditate harum.",세종특별자치시 은평구 서초중앙46가 지하85 (서영김동),37.1759,128.9889,3,2,2,2,10000,269227,10,9,1300,1.58,348
384,유한회사 원더금고 호텔,Minima voluptas ratione deleniti quae autem quaerat nam. Assumenda alias illum amet quos magnam dolorem consequatur.,전라북도 안산시 상록구 양재천29가 지하520,37.1759,128.9889,2,3,2,2,1000,499384,10,9,600,2.74,35
1906,유한회사 신라 멘션,"Dolor aut molestias quidem voluptatem modi atque.
Deleniti iste labore voluptate. Esse eum harum adipisci cupiditate. Nemo quo sapiente reiciendis vel repellendus officia.",대전광역시 강동구 언주길 975-43 (성민박최마을),37.1759,128.9889,3,3,3,2,3300,520021,10,1,4900,1.28,100
565,유한회사 원더 모텔,Provident nemo quas excepturi temporibus consectetur repellat molestias. Quas laudantium voluptatum. Est nulla similique blanditiis deleniti.,경기도 고성군 논현06로 319 (정호김읍),36.6009,126.665,3,5,1,8,8900,164878,10,8,1700,3.36,115
213,(주) 한빛플랫폼 한옥,Eum voluptate esse fugit excepturi iste eaque temporibus. Voluptatibus provident doloremque facere qui at aperiam nihil.,강원도 시흥시 학동로 17-87 (승민김리),37.65639,126.835,3,2,4,7,1400,393957,10,6,2800,4.96,457
1342,(주) 종합출판 모텔,"Neque aliquid non praesentium consequuntur rerum. Itaque velit ex modi id dolorem pariatur.
Perspiciatis at aspernatur. Hic officiis laborum. Dicta eligendi optio vero dicta odit et.",전라북도 연천군 삼성6거리 180,34.8825,128.62667,2,3,5,3,6200,27309,10,5,1200,3.78,236
132,(주) 제나글로벌상사 민박,"Sunt atque provident error. Corporis animi aspernatur debitis modi minima. Similique esse assumenda at esse.
Atque hic fugiat fugiat.",대구광역시 관악구 서초대거리 173 (보람조리),36.6009,126.665,1,3,4,4,4500,71956,10,2,1300,3.21,321
881,유한회사 가람솔루션 민박,"Iure tenetur corporis molestias rem velit.
Quidem officia suscipit. Sunt alias tempore vitae ipsum amet.",인천광역시 성북구 개포길 666 (숙자강면),37.65639,126.835,1,4,5,3,2300,503182,10,1,3400,2.25,104
655,주식회사 제나 호텔,"Quidem sequi rem enim.
Quaerat dicta id id. Aperiam nam quae cum.
Expedita perspiciatis dolor hic asperiores.
Velit non et rem quod sequi. Illo expedita est ut placeat quis.",세종특별자치시 중랑구 선릉2가 705-21 (순자송이마을),37.65639,126.835,1,3,4,10,9200,264144,10,7,3100,3.72,116
